SPECIES,LATITUDE,LONGITUDE
"Myotis nattereri (Kuhl 1817)",41.689999,-2.34
"Myotis nattereri (Kuhl 1817)",40.849998,-5.55
"Myotis nattereri (Kuhl 1817)",40.119999,-0.24
"Myotis nattereri (Kuhl 1817)",39.5,-0.38
"Myotis nattereri (Kuhl 1817)",41.5,1.74
"Myotis nattereri (Kuhl 1817)",41.380001,-5.93
"Myotis nattereri (Kuhl 1817)",37.889998999999996,-1.12
"Myotis nattereri (Kuhl 1817)",43.360001000000004,-5.9
"Myotis nattereri (Kuhl 1817)",42.41,-3.18
"Myotis nattereri (Kuhl 1817)",42.049999,-2.94
"Myotis nattereri (Kuhl 1817)",41.139998999999996,-4.13
"Myotis nattereri (Kuhl 1817)",41.139998999999996,-3.77
"Myotis nattereri (Kuhl 1817)",37.900002,-2.94
"Myotis nattereri (Kuhl 1817)",41.68,-4.26
"Myotis nattereri (Kuhl 1817)",41.779999,-2.94
"Myotis nattereri (Kuhl 1817)",37.18,-3.06
"Myotis nattereri (Kuhl 1817)",41.310001,1.15
"Myotis nattereri (Kuhl 1817)",41.59,-4.38
"Myotis nattereri (Kuhl 1817)",40.849998,-6.33
"Myotis nattereri (Kuhl 1817)",42.02,-6.52
"Myotis nattereri (Kuhl 1817)",36.91,-3.62
"Myotis nattereri (Kuhl 1817)",42.32,-3.18
"Myotis nattereri (Kuhl 1817)",42.310001,-7.48
"Myotis nattereri (Kuhl 1817)",40.669998,-5.66
"Myotis nattereri (Kuhl 1817)",37.439999,-4.41
"Myotis nattereri (Kuhl 1817)",42.099998,-6.04
"Myotis nattereri (Kuhl 1817)",41.66,-6.54
"Myotis nattereri (Kuhl 1817)",40.23,-5.06
"Myotis nattereri (Kuhl 1817)",40.59,-4.71
"Myotis nattereri (Kuhl 1817)",43.220001,-3.55
"Myotis nattereri (Kuhl 1817)",41.470001,-5.93
"Myotis nattereri (Kuhl 1817)",41.830002,-5.83
"Myotis nattereri (Kuhl 1817)",43.400002,-2.57
"Myotis nattereri (Kuhl 1817)",41.860001000000004,-7.37
"Myotis nattereri (Kuhl 1817)",43.130001,-3.43
"Myotis nattereri (Kuhl 1817)",42.59,-2.7
"Myotis nattereri (Kuhl 1817)",43.450001,-6.1
"Myotis nattereri (Kuhl 1817)",36.91,-2.27
"Myotis nattereri (Kuhl 1817)",41.779999,-2.82
"Myotis nattereri (Kuhl 1817)",42.849998,-1.84
"Myotis nattereri (Kuhl 1817)",36.52,-5.51
"Myotis nattereri (Kuhl 1817)",37.959998999999996,-5.56
"Myotis nattereri (Kuhl 1817)",43.119999,-4.29
"Myotis nattereri (Kuhl 1817)",40.130001,-5.64
"Myotis nattereri (Kuhl 1817)",36.700001,-5.63
"Myotis nattereri (Kuhl 1817)",38.049999,-5.91
"Myotis nattereri (Kuhl 1817)",41.599998,-3.06
"Myotis nattereri (Kuhl 1817)",37.360001000000004,-3.06
"Myotis nattereri (Kuhl 1817)",38.060001,-6.89
"Myotis nattereri (Kuhl 1817)",41.389998999999996,-5.69
"Myotis nattereri (Kuhl 1817)",42.299999,-6.88
"Myotis nattereri (Kuhl 1817)",41.75,-6.29
"Myotis nattereri (Kuhl 1817)",42.189999,-6.27
"Myotis nattereri (Kuhl 1817)",41.689999,2.34
"Myotis nattereri (Kuhl 1817)",42.549999,-6.26
"Myotis nattereri (Kuhl 1817)",41.509997999999996,-2.46
"Myotis nattereri (Kuhl 1817)",42.849998,-1.35
"Myotis nattereri (Kuhl 1817)",41.5,1.62
"Myotis nattereri (Kuhl 1817)",36.709998999999996,-5.07
"Myotis nattereri (Kuhl 1817)",41.23,-3.66
"Myotis nattereri (Kuhl 1817)",42.23,-2.94
"Myotis nattereri (Kuhl 1817)",41.759997999999996,1.14
"Myotis nattereri (Kuhl 1817)",43.310001,-8.57
"Myotis nattereri (Kuhl 1817)",41.400002,-1.03
"Myotis nattereri (Kuhl 1817)",42.849998,-4.53
"Myotis nattereri (Kuhl 1817)",41.75,-6.41
"Myotis nattereri (Kuhl 1817)",39.950001,-0.37
"Myotis nattereri (Kuhl 1817)",41.049999,-3.89
"Myotis nattereri (Kuhl 1817)",42.759997999999996,-1.35
"Myotis nattereri (Kuhl 1817)",37.419998,-6.46
"Myotis nattereri (Kuhl 1817)",42.950001,-3.67
"Myotis nattereri (Kuhl 1817)",38.950001,-0.17
"Myotis nattereri (Kuhl 1817)",42.849998,-4.41
"Myotis nattereri (Kuhl 1817)",42.040001000000004,-7.49
"Myotis nattereri (Kuhl 1817)",39.799999,3.06
"Myotis nattereri (Kuhl 1817)",42.939999,-1.96
"Myotis nattereri (Kuhl 1817)",39.799999,2.94
"Myotis nattereri (Kuhl 1817)",41.220001,-4.85
"Myotis nattereri (Kuhl 1817)",37.529999,-7.47
"Myotis nattereri (Kuhl 1817)",37.610001000000004,-6.68
"Myotis nattereri (Kuhl 1817)",39.240002000000004,-0.97
"Myotis nattereri (Kuhl 1817)",41.400002,1.27
"Myotis nattereri (Kuhl 1817)",40.68,0.81
"Myotis nattereri (Kuhl 1817)",42.490002000000004,-8.09
"Myotis nattereri (Kuhl 1817)",43.290001000000004,-5.16
"Myotis nattereri (Kuhl 1817)",41.77,-2.1
"Myotis nattereri (Kuhl 1817)",37.360001000000004,-3.17
"Myotis nattereri (Kuhl 1817)",43.189999,-5.65
"Myotis nattereri (Kuhl 1817)",37.689999,-5.78
"Myotis nattereri (Kuhl 1817)",43.119999,-2.08
"Myotis nattereri (Kuhl 1817)",42.029999,1.01
"Myotis nattereri (Kuhl 1817)",41.380001,-5.81
"Myotis nattereri (Kuhl 1817)",42.029999,-6.77
"Myotis nattereri (Kuhl 1817)",41.779999,-3.06
"Myotis nattereri (Kuhl 1817)",36.700001,-5.74
"Myotis nattereri (Kuhl 1817)",38.959998999999996,-0.52
"Myotis nattereri (Kuhl 1817)",41.689999,-3.06
"Myotis nattereri (Kuhl 1817)",37.959998999999996,-5.79
"Myotis nattereri (Kuhl 1817)",41.220001,1.27
"Myotis nattereri (Kuhl 1817)",41.41,-4.62
"Myotis nattereri (Kuhl 1817)",39.669998,-0.26
"Myotis nattereri (Kuhl 1817)",41.740002000000004,-6.05
"Myotis nattereri (Kuhl 1817)",41.830002,-6.17
"Myotis nattereri (Kuhl 1817)",48.415527000000004,9.168932
"Myotis nattereri (Kuhl 1817)",52.58577,13.146118
"Myotis nattereri (Kuhl 1817)",52.28212,9.815908
"Myotis nattereri (Kuhl 1817)",52.521294,9.784545
"Myotis nattereri (Kuhl 1817)",48.951271000000006,11.686415
"Myotis nattereri (Kuhl 1817)",52.159531,9.780571
"Myotis nattereri (Kuhl 1817)",50.076565,8.430789
"Myotis nattereri (Kuhl 1817)",50.432995,7.767958
"Myotis nattereri (Kuhl 1817)",52.240562,9.851235
"Myotis nattereri (Kuhl 1817)",52.094852,9.913541
"Myotis nattereri (Kuhl 1817)",52.159672,9.780799
"Myotis nattereri (Kuhl 1817)",52.170502,9.769345
"Myotis nattereri (Kuhl 1817)",52.159546,9.780514
"Myotis nattereri (Kuhl 1817)",52.234905,9.421623
"Myotis nattereri (Kuhl 1817)",52.092976,10.137159
"Myotis nattereri (Kuhl 1817)",50.139065,8.869743
"Myotis nattereri (Kuhl 1817)",52.119648,9.737427
"Myotis nattereri (Kuhl 1817)",52.407299,9.315076
"Myotis nattereri (Kuhl 1817)",52.310307,9.602418
"Myotis nattereri (Kuhl 1817)",52.215579999999996,9.633554
"Myotis nattereri (Kuhl 1817)",52.159283,9.810312
"Myotis nattereri (Kuhl 1817)",49.988651000000004,8.476869
"Myotis nattereri (Kuhl 1817)",52.082611,9.781314
"Myotis nattereri (Kuhl 1817)",52.299374,9.798656
"Myotis nattereri (Kuhl 1817)",52.071487,9.953527000000001
"Myotis nattereri (Kuhl 1817)",52.075523,10.105829
"Myotis nattereri (Kuhl 1817)",52.543041,13.205089000000001
"Myotis nattereri (Kuhl 1817)",50.079025,8.913344
"Myotis nattereri (Kuhl 1817)",50.064175,8.898469
"Myotis nattereri (Kuhl 1817)",49.98341,10.220519
"Myotis nattereri (Kuhl 1817)",52.23938,9.650602000000001
"Myotis nattereri (Kuhl 1817)",52.135937,9.811691999999999
"Myotis nattereri (Kuhl 1817)",49.979217999999996,10.569116000000001
"Myotis nattereri (Kuhl 1817)",52.159569,9.780747
"Myotis nattereri (Kuhl 1817)",50.347103000000004,8.303046
"Myotis nattereri (Kuhl 1817)",52.148674,9.88005
"Myotis nattereri (Kuhl 1817)",51.157654,6.903319000000001
"Myotis nattereri (Kuhl 1817)",52.654495,13.077979
"Myotis nattereri (Kuhl 1817)",52.159508,9.780669999999999
"Myotis nattereri (Kuhl 1817)",52.159572999999995,9.780763
"Myotis nattereri (Kuhl 1817)",50.648113,7.0550630000000005
"Myotis nattereri (Kuhl 1817)",52.635563,13.181362
"Myotis nattereri (Kuhl 1817)",50.668831,7.006938000000001
"Myotis nattereri (Kuhl 1817)",52.167156,9.783876
"Myotis nattereri (Kuhl 1817)",49.754448,10.56185
"Myotis nattereri (Kuhl 1817)",52.323277000000004,9.727535000000001
"Myotis nattereri (Kuhl 1817)",52.092968,10.137153
"Myotis nattereri (Kuhl 1817)",52.159554,9.780495
"Myotis nattereri (Kuhl 1817)",52.090714,10.034958
"Myotis nattereri (Kuhl 1817)",52.326633,9.740163
"Myotis nattereri (Kuhl 1817)",52.159531,9.780549
"Myotis nattereri (Kuhl 1817)",56.020737,13.26155
"Myotis nattereri (Kuhl 1817)",56.036795,13.243008999999999
"Myotis nattereri (Kuhl 1817)",56.022038,13.224234
"Myotis nattereri (Kuhl 1817)",56.024327,13.229741
"Myotis nattereri (Kuhl 1817)",56.021978000000004,13.216949
"Myotis nattereri (Kuhl 1817)",56.035847,13.238257
"Myotis nattereri (Kuhl 1817)",56.0238,13.221153
"Myotis nattereri (Kuhl 1817)",56.03433100000001,13.23717
"Myotis nattereri (Kuhl 1817)",56.030491000000005,13.252396
"Myotis nattereri (Kuhl 1817)",56.020501,13.196189000000002
"Myotis nattereri (Kuhl 1817)",56.021561,13.206007000000001
"Myotis nattereri (Kuhl 1817)",57.152922,16.066117000000002
"Myotis nattereri (Kuhl 1817)",56.702215,15.465225
"Myotis nattereri (Kuhl 1817)",57.241465000000005,16.008122
"Myotis nattereri (Kuhl 1817)",57.034948,16.141019
"Myotis nattereri (Kuhl 1817)",57.702188,15.452020000000001
"Myotis nattereri (Kuhl 1817)",57.058417000000006,15.940810999999998
"Myotis nattereri (Kuhl 1817)",57.130789,16.12219
"Myotis nattereri (Kuhl 1817)",56.47438100000001,15.799982
"Myotis nattereri (Kuhl 1817)",57.414011,15.862757
"Myotis nattereri (Kuhl 1817)",57.761979000000004,16.685470000000002
"Myotis nattereri (Kuhl 1817)",57.176058999999995,16.269056
"Myotis nattereri (Kuhl 1817)",57.081125,16.014967000000002
"Myotis nattereri (Kuhl 1817)",57.426109,16.558897
"Myotis nattereri (Kuhl 1817)",57.924294999999994,16.612257
"Myotis nattereri (Kuhl 1817)",56.644737,15.781504
"Myotis nattereri (Kuhl 1817)",57.443975,16.251368
"Myotis nattereri (Kuhl 1817)",57.129847999999996,16.260126
"Myotis nattereri (Kuhl 1817)",57.630767000000006,16.59403
"Myotis nattereri (Kuhl 1817)",56.902375,15.64797
"Myotis nattereri (Kuhl 1817)",57.360958,16.266244
"Myotis nattereri (Kuhl 1817)",57.991890000000005,16.61488
"Myotis nattereri (Kuhl 1817)",58.064342,16.552995000000003
"Myotis nattereri (Kuhl 1817)",56.70579,15.458757
"Myotis nattereri (Kuhl 1817)",57.153385,15.664660000000001
"Myotis nattereri (Kuhl 1817)",56.5956,15.854726000000001
"Myotis nattereri (Kuhl 1817)",56.710843999999994,15.830238
"Myotis nattereri (Kuhl 1817)",57.73590600000001,16.409364
"Myotis nattereri (Kuhl 1817)",56.700745,16.054376
"Myotis nattereri (Kuhl 1817)",57.651869,16.370143
"Myotis nattereri (Kuhl 1817)",57.752925,15.972872
"Myotis nattereri (Kuhl 1817)",56.599754000000004,15.457598999999998
"Myotis nattereri (Kuhl 1817)",56.637876,15.453484
"Myotis nattereri (Kuhl 1817)",57.458372999999995,15.873985999999999
"Myotis nattereri (Kuhl 1817)",57.354406999999995,15.786229
"Myotis nattereri (Kuhl 1817)",57.308138,15.852669
"Myotis nattereri (Kuhl 1817)",57.790431999999996,15.924794
"Myotis nattereri (Kuhl 1817)",56.706219,16.300532999999998
"Myotis nattereri (Kuhl 1817)",57.083146,15.738860999999998
"Myotis nattereri (Kuhl 1817)",56.457791,15.776420000000002
"Myotis nattereri (Kuhl 1817)",56.450449,16.08986
"Myotis nattereri (Kuhl 1817)",57.25121899999999,16.239097
"Myotis nattereri (Kuhl 1817)",57.411809999999996,15.860636999999999
"Myotis nattereri (Kuhl 1817)",57.375451,15.547403
"Myotis nattereri (Kuhl 1817)",57.527657999999995,15.683057999999999
"Myotis nattereri (Kuhl 1817)",57.126865,15.878531
"Myotis nattereri (Kuhl 1817)",57.476663,16.538685
"Myotis nattereri (Kuhl 1817)",56.636146999999994,15.988898
"Myotis nattereri (Kuhl 1817)",57.212902,15.720473000000002
"Myotis nattereri (Kuhl 1817)",57.389402000000004,15.573445000000001
"Myotis nattereri (Kuhl 1817)",56.819101,16.113008999999998
"Myotis nattereri (Kuhl 1817)",56.655552,16.15081
"Myotis nattereri (Kuhl 1817)",57.497565,16.278299
"Myotis nattereri (Kuhl 1817)",57.261883999999995,15.505281
"Myotis nattereri (Kuhl 1817)",57.878049,16.434966
"Myotis nattereri (Kuhl 1817)",57.397355000000005,15.935628
"Myotis nattereri (Kuhl 1817)",56.891566000000005,15.960341
"Myotis nattereri (Kuhl 1817)",56.44113,16.080517
"Myotis nattereri (Kuhl 1817)",56.57454499999999,16.125801
"Myotis nattereri (Kuhl 1817)",57.202130000000004,15.869054
"Myotis nattereri (Kuhl 1817)",57.71293299999999,16.163207
"Myotis nattereri (Kuhl 1817)",57.872135,16.170834
"Myotis nattereri (Kuhl 1817)",57.873755,16.165597
"Myotis nattereri (Kuhl 1817)",57.710491000000005,16.591829
"Myotis nattereri (Kuhl 1817)",57.32273000000001,15.910457000000001
"Myotis nattereri (Kuhl 1817)",56.780621,16.058365
"Myotis nattereri (Kuhl 1817)",56.530865000000006,15.451688
"Myotis nattereri (Kuhl 1817)",57.159333,16.463981
"Myotis nattereri (Kuhl 1817)",56.808864,16.008202999999998
"Myotis nattereri (Kuhl 1817)",57.549423,15.683057999999999
"Myotis nattereri (Kuhl 1817)",57.269884999999995,15.924992000000001
"Myotis nattereri (Kuhl 1817)",56.353556000000005,15.868443
"Myotis nattereri (Kuhl 1817)",56.357801,15.820132000000001
"Myotis nattereri (Kuhl 1817)",57.131799,16.094504
"Myotis nattereri (Kuhl 1817)",56.62198000000001,15.646119
"Myotis nattereri (Kuhl 1817)",56.404196,15.833022
"Myotis nattereri (Kuhl 1817)",57.10358000000001,15.779329999999998
"Myotis nattereri (Kuhl 1817)",57.20865500000001,16.443814
"Myotis nattereri (Kuhl 1817)",57.926106999999995,16.361241
"Myotis nattereri (Kuhl 1817)",57.589114,15.925629999999998
"Myotis nattereri (Kuhl 1817)",56.936515,16.424329999999998
"Myotis nattereri (Kuhl 1817)",57.376589,16.109847
"Myotis nattereri (Kuhl 1817)",57.084278000000005,16.398701000000003
"Myotis nattereri (Kuhl 1817)",57.726275,15.640108999999999
"Myotis nattereri (Kuhl 1817)",57.51384300000001,15.903720000000002
"Myotis nattereri (Kuhl 1817)",56.567137,15.7743
"Myotis nattereri (Kuhl 1817)",57.384168,15.524245
"Myotis nattereri (Kuhl 1817)",56.698584999999994,15.8235
"Myotis nattereri (Kuhl 1817)",56.935981000000005,16.421482
"Myotis nattereri (Kuhl 1817)",57.749441000000004,15.836912
"Myotis nattereri (Kuhl 1817)",57.716877000000004,16.313585
"Myotis nattereri (Kuhl 1817)",56.446909,15.874579
"Myotis nattereri (Kuhl 1817)",57.982898999999996,16.500013
"Myotis nattereri (Kuhl 1817)",57.344467,16.467503
"Myotis nattereri (Kuhl 1817)",57.216117000000004,15.603798999999999
"Myotis nattereri (Kuhl 1817)",57.054905000000005,15.755462
"Myotis nattereri (Kuhl 1817)",56.604728,16.035861999999998
"Myotis nattereri (Kuhl 1817)",57.164390000000004,15.613007000000001
"Myotis nattereri (Kuhl 1817)",56.53462,15.603728
"Myotis nattereri (Kuhl 1817)",57.418380000000006,15.932860999999999
"Myotis nattereri (Kuhl 1817)",57.819258999999995,16.575956
"Myotis nattereri (Kuhl 1817)",56.588981999999994,15.503619
"Myotis nattereri (Kuhl 1817)",57.293395,16.49845
"Myotis nattereri (Kuhl 1817)",57.202626,15.986931
"Myotis nattereri (Kuhl 1817)",56.498516,16.153001999999997
"Myotis nattereri (Kuhl 1817)",57.297996,15.506988
"Myotis nattereri (Kuhl 1817)",57.527393000000004,15.935188
"Myotis nattereri (Kuhl 1817)",57.925731000000006,16.557056
"Myotis nattereri (Kuhl 1817)",57.157447999999995,15.618082999999999
"Myotis nattereri (Kuhl 1817)",57.538107999999994,16.344532
"Myotis nattereri (Kuhl 1817)",56.579102,15.63003
"Myotis nattereri (Kuhl 1817)",57.541323999999996,16.3374
"Myotis nattereri (Kuhl 1817)",57.894525,16.561987
"Myotis nattereri (Kuhl 1817)",57.78175400000001,15.926025
"Myotis nattereri (Kuhl 1817)",56.354744999999994,15.866646
"Myotis nattereri (Kuhl 1817)",56.785256000000004,15.629535999999998
"Myotis nattereri (Kuhl 1817)",57.48453000000001,15.727533
"Myotis nattereri (Kuhl 1817)",58.894875,12.304250999999999
"Myotis nattereri (Kuhl 1817)",58.886015,12.286141
"Myotis nattereri (Kuhl 1817)",58.895938,12.307728
"Myotis nattereri (Kuhl 1817)",58.894439,12.304476
"Myotis nattereri (Kuhl 1817)",58.89566,12.304665
"Myotis nattereri (Kuhl 1817)",57.770033,15.038912
"Myotis nattereri (Kuhl 1817)",50.925585,5.753443
"Myotis nattereri (Kuhl 1817)",50.925036999999996,5.678567
"Myotis nattereri (Kuhl 1817)",51.296704,12.645710000000001
"Myotis nattereri (Kuhl 1817)",47.75694,0.643736
"Myotis nattereri (Kuhl 1817)",44.985743,7.051691
"Myotis nattereri (Kuhl 1817)",52.173,21.099
"Myotis nattereri (Kuhl 1817)",50.72579,19.2848
"Myotis nattereri (Kuhl 1817)",51.0977,18.793470000000003
"Myotis nattereri (Kuhl 1817)",50.06459,19.85502
"Myotis nattereri (Kuhl 1817)",50.5749,19.531489999999998
"Myotis nattereri (Kuhl 1817)",50.17102,19.6373
"Myotis nattereri (Kuhl 1817)",51.0554,18.81074
"Myotis nattereri (Kuhl 1817)",50.77887,19.23566
"Myotis nattereri (Kuhl 1817)",51.574259999999995,20.166729999999998
"Myotis nattereri (Kuhl 1817)",50.57273,19.51836
"Myotis nattereri (Kuhl 1817)",50.615429999999996,19.4805
"Myotis nattereri (Kuhl 1817)",50.63385,19.481820000000003
"Myotis nattereri (Kuhl 1817)",49.665620000000004,19.08035
"Myotis nattereri (Kuhl 1817)",50.12981,18.278979999999997
"Myotis nattereri (Kuhl 1817)",50.13165,18.26865
"Myotis nattereri (Kuhl 1817)",50.16553,18.56713
"Myotis nattereri (Kuhl 1817)",49.664429999999996,19.0871
"Myotis nattereri (Kuhl 1817)",49.643370000000004,19.053829999999998
"Myotis nattereri (Kuhl 1817)",49.66406,19.104770000000002
"Myotis nattereri (Kuhl 1817)",49.65248,19.02139
"Myotis nattereri (Kuhl 1817)",49.740840000000006,18.97418
"Myotis nattereri (Kuhl 1817)",49.74103,18.9742
"Myotis nattereri (Kuhl 1817)",49.73307,18.985570000000003
"Myotis nattereri (Kuhl 1817)",49.741170000000004,18.972329000000002
"Myotis nattereri (Kuhl 1817)",49.7467,19.30838
"Myotis nattereri (Kuhl 1817)",49.66536,18.95699
"Myotis nattereri (Kuhl 1817)",49.665617,19.080345
"Myotis nattereri (Kuhl 1817)",49.648759999999996,18.99084
"Myotis nattereri (Kuhl 1817)",49.74094,18.97494
"Myotis nattereri (Kuhl 1817)",49.643370000000004,19.053828
"Myotis nattereri (Kuhl 1817)",49.664431,19.087101999999998
"Myotis nattereri (Kuhl 1817)",49.65248,19.021395000000002
"Myotis nattereri (Kuhl 1817)",49.746705,19.308378
"Myotis nattereri (Kuhl 1817)",51.4169,21.9681
"Myotis nattereri (Kuhl 1817)",52.4444,15.5777
"Myotis nattereri (Kuhl 1817)",52.7126,23.8461
"Myotis nattereri (Kuhl 1817)",52.283,18.1778
"Myotis nattereri (Kuhl 1817)",50.4946,18.5571
"Myotis nattereri (Kuhl 1817)",53.12973,-0.05025
"Myotis nattereri (Kuhl 1817)",52.04238,-1.39073
"Myotis nattereri (Kuhl 1817)",50.61018,-3.6694
"Myotis nattereri (Kuhl 1817)",52.38681,-2.76253
"Myotis nattereri (Kuhl 1817)",52.34717,-2.9254599999999997
"Myotis nattereri (Kuhl 1817)",51.65417,0.52046
"Myotis nattereri (Kuhl 1817)",51.93592,0.20954
"Myotis nattereri (Kuhl 1817)",52.07035,0.7018
"Myotis nattereri (Kuhl 1817)",52.11571,-2.64873
"Myotis nattereri (Kuhl 1817)",57.31,-3.42
"Myotis nattereri (Kuhl 1817)",57.16,-2.72
"Myotis nattereri (Kuhl 1817)",56.86,-3.23
"Myotis nattereri (Kuhl 1817)",57.15,-2.77
"Myotis nattereri (Kuhl 1817)",57.15,-2.57
"Myotis nattereri (Kuhl 1817)",57.11,-2.4
"Myotis nattereri (Kuhl 1817)",57.1,-2.39
"Myotis nattereri (Kuhl 1817)",57.08,-2.58
"Myotis nattereri (Kuhl 1817)",54.27,-4.58
"Myotis nattereri (Kuhl 1817)",54.06,-4.76
"Myotis nattereri (Kuhl 1817)",54.18,-4.65
"Myotis nattereri (Kuhl 1817)",54.25,-4.57
"Myotis nattereri (Kuhl 1817)",54.08,-4.76
"Myotis nattereri (Kuhl 1817)",56.73,-2.54
"Myotis nattereri (Kuhl 1817)",57.06,-2.43
"Myotis nattereri (Kuhl 1817)",57.09,-2.44
"Myotis nattereri (Kuhl 1817)",57.04,-3.57
"Myotis nattereri (Kuhl 1817)",56.25,-3.21
"Myotis nattereri (Kuhl 1817)",55.45,-5.19
"Myotis nattereri (Kuhl 1817)",55.64,-5.14
"Myotis nattereri (Kuhl 1817)",54.166667000000004,-7.450125
"Myotis nattereri (Kuhl 1817)",54.678151,-6.06864
"Myotis nattereri (Kuhl 1817)",54.348154,-7.803298
"Myotis nattereri (Kuhl 1817)",54.395852000000005,-7.865267
"Myotis nattereri (Kuhl 1817)",55.949672,11.930432000000001
"Myotis nattereri (Kuhl 1817)",56.03884300000001,12.621747000000001
"Myotis nattereri (Kuhl 1817)",44.876928,7.20259
"Myotis nattereri (Kuhl 1817)",44.876165,7.200785000000001
"Myotis nattereri (Kuhl 1817)",44.735874,7.950092
"Myotis nattereri (Kuhl 1817)",55.972776,13.352819
"Myotis nattereri (Kuhl 1817)",55.972384,13.35246
"Myotis nattereri (Kuhl 1817)",52.379551,5.937002
"Myotis nattereri (Kuhl 1817)",58.470992,15.831307
"Myotis nattereri (Kuhl 1817)",58.47149,15.831055
"Myotis nattereri (Kuhl 1817)",58.480259,15.881576
"Myotis nattereri (Kuhl 1817)",56.154835999999996,13.683525
"Myotis nattereri (Kuhl 1817)",58.669568000000005,16.290373000000002
"Myotis nattereri (Kuhl 1817)",58.675215,16.129044
"Myotis nattereri (Kuhl 1817)",56.199113,15.174045000000001
"Myotis nattereri (Kuhl 1817)",56.156852,15.015106
"Myotis nattereri (Kuhl 1817)",56.218773,15.190188000000001
"Myotis nattereri (Kuhl 1817)",56.623665,16.5435
"Myotis nattereri (Kuhl 1817)",57.495875,18.150451
"Myotis nattereri (Kuhl 1817)",44.87588,7.20212
"Myotis nattereri (Kuhl 1817)",50.035423,10.301571000000001
"Myotis nattereri (Kuhl 1817)",49.989925,8.85811
"Myotis nattereri (Kuhl 1817)",49.997417,10.270278
"Myotis nattereri (Kuhl 1817)",49.989944,8.847771
"Myotis nattereri (Kuhl 1817)",52.123615,9.873807000000001
"Myotis nattereri (Kuhl 1817)",52.882066,-8.795424
"Myotis nattereri (Kuhl 1817)",52.951578000000005,-9.094263
"Myotis nattereri (Kuhl 1817)",51.753268,-9.383664
"Myotis nattereri (Kuhl 1817)",49.7239,11.873545
"Myotis nattereri (Kuhl 1817)",49.301395,11.315085
"Myotis nattereri (Kuhl 1817)",51.558267,5.101079
"Myotis nattereri (Kuhl 1817)",49.996704,8.485909
"Myotis nattereri (Kuhl 1817)",50.896522999999995,12.838436
"Myotis nattereri (Kuhl 1817)",52.010841,10.403645
"Myotis nattereri (Kuhl 1817)",52.002796000000004,10.404449000000001
"Myotis nattereri (Kuhl 1817)",52.313511,8.008036
"Myotis nattereri (Kuhl 1817)",50.062317,8.900642
"Myotis nattereri (Kuhl 1817)",55.24,-3.34
"Myotis nattereri (Kuhl 1817)",54.97,-3.49
"Myotis nattereri (Kuhl 1817)",54.96,-3.95
"Myotis nattereri (Kuhl 1817)",55.24,-3.81
"Myotis nattereri (Kuhl 1817)",54.34935,-1.46305
"Myotis nattereri (Kuhl 1817)",53.09094,-1.44897
"Myotis nattereri (Kuhl 1817)",53.11018000000001,-2.0462700000000003
"Myotis nattereri (Kuhl 1817)",53.95174,-1.10246
"Myotis nattereri (Kuhl 1817)",53.179469999999995,-1.20844
"Myotis nattereri (Kuhl 1817)",53.0006,-1.3607200000000002
"Myotis nattereri (Kuhl 1817)",54.06251999999999,-1.68065
"Myotis nattereri (Kuhl 1817)",53.28379,-0.78652
"Myotis nattereri (Kuhl 1817)",53.07411999999999,-1.8372700000000002
"Myotis nattereri (Kuhl 1817)",53.07402,-1.7775599999999998
"Myotis nattereri (Kuhl 1817)",53.18169,-1.68723
"Myotis nattereri (Kuhl 1817)",53.14487,-1.44828
"Myotis nattereri (Kuhl 1817)",53.95403,-2.5043599999999997
"Myotis nattereri (Kuhl 1817)",52.91175,-1.59995
"Myotis nattereri (Kuhl 1817)",53.1821,-2.01642
"Myotis nattereri (Kuhl 1817)",53.0921,-1.8372
"Myotis nattereri (Kuhl 1817)",54.11617,-1.58845
"Myotis nattereri (Kuhl 1817)",52.63373000000001,-0.5386
"Myotis nattereri (Kuhl 1817)",52.66968000000001,-0.5374
"Myotis nattereri (Kuhl 1817)",54.240140000000004,-2.78403
"Myotis nattereri (Kuhl 1817)",53.97161,-1.4069399999999999
"Myotis nattereri (Kuhl 1817)",54.13211999999999,-1.19039
"Myotis nattereri (Kuhl 1817)",54.2042,-2.78335
"Myotis nattereri (Kuhl 1817)",53.199740000000006,-1.7170299999999998
"Myotis nattereri (Kuhl 1817)",53.86428000000001,-2.47286
"Myotis nattereri (Kuhl 1817)",52.73061,-1.30544
"Myotis nattereri (Kuhl 1817)",54.27783,-1.55613
"Myotis nattereri (Kuhl 1817)",52.98426,-2.1355
"Myotis nattereri (Kuhl 1817)",53.10929,-1.53837
"Myotis nattereri (Kuhl 1817)",53.10941,-1.56825
"Myotis nattereri (Kuhl 1817)",53.19125,-0.54965
"Myotis nattereri (Kuhl 1817)",52.76193000000001,-0.7418
"Myotis nattereri (Kuhl 1817)",53.648590000000006,-1.5325
"Myotis nattereri (Kuhl 1817)",53.35654,-3.12832
"Myotis nattereri (Kuhl 1817)",52.784690000000005,-2.66865
"Myotis nattereri (Kuhl 1817)",53.12689,-1.44851
"Myotis nattereri (Kuhl 1817)",53.02029,-1.9567299999999999
"Myotis nattereri (Kuhl 1817)",53.98769,-1.10169
"Myotis nattereri (Kuhl 1817)",53.26935,-1.20678
"Myotis nattereri (Kuhl 1817)",54.11606,-1.55786
"Myotis nattereri (Kuhl 1817)",53.826769999999996,-1.2266700000000001
