SPECIES,LATITUDE,LONGITUDE
"Myotis nattereri (Kuhl 1817)",55.96,-3.52
"Myotis nattereri (Kuhl 1817)",51.20313,-2.50235
"Myotis nattereri (Kuhl 1817)",51.92243,-1.49247
"Myotis nattereri (Kuhl 1817)",52.17675,-0.027110000000000002
"Myotis nattereri (Kuhl 1817)",51.6,-4.1
"Myotis nattereri (Kuhl 1817)",51.00855,-0.07708999999999999
"Myotis nattereri (Kuhl 1817)",51.37911,-0.92376
"Myotis nattereri (Kuhl 1817)",50.9282,-0.7919
"Myotis nattereri (Kuhl 1817)",51.25362,1.07968
"Myotis nattereri (Kuhl 1817)",52.174209999999995,0.11903
"Myotis nattereri (Kuhl 1817)",50.92093,-0.22299000000000002
"Myotis nattereri (Kuhl 1817)",50.65983,-3.06244
"Myotis nattereri (Kuhl 1817)",51.91364,-0.47486000000000006
"Myotis nattereri (Kuhl 1817)",53.2635,-0.5772
"Myotis nattereri (Kuhl 1817)",51.02071,-1.07465
"Myotis nattereri (Kuhl 1817)",51.17099,0.7880199999999999
"Myotis nattereri (Kuhl 1817)",52.091409999999996,-0.32283
"Myotis nattereri (Kuhl 1817)",51.2573,0.93658
"Myotis nattereri (Kuhl 1817)",51.15998,1.21648
"Myotis nattereri (Kuhl 1817)",53.2,-3.1
"Myotis nattereri (Kuhl 1817)",51.1979,-0.78486
"Myotis nattereri (Kuhl 1817)",51.282540000000004,-0.35246
"Myotis nattereri (Kuhl 1817)",51.26413,0.6503
"Myotis nattereri (Kuhl 1817)",51.11166,-1.21569
"Myotis nattereri (Kuhl 1817)",51.45277,0.22938000000000003
"Myotis nattereri (Kuhl 1817)",55.88,-2.88
"Myotis nattereri (Kuhl 1817)",51.077690000000004,0.92519
"Myotis nattereri (Kuhl 1817)",51.8218,-0.33286
"Myotis nattereri (Kuhl 1817)",51.72979,-0.19145
"Myotis nattereri (Kuhl 1817)",52.1,-4.0
"Myotis nattereri (Kuhl 1817)",51.8,-4.2
"Myotis nattereri (Kuhl 1817)",51.28921,-0.92586
"Myotis nattereri (Kuhl 1817)",51.350609999999996,0.79891
"Myotis nattereri (Kuhl 1817)",51.7,-4.7
"Myotis nattereri (Kuhl 1817)",51.290409999999994,-2.93352
"Myotis nattereri (Kuhl 1817)",51.280440000000006,-0.20915
"Myotis nattereri (Kuhl 1817)",51.90719,-0.03895
"Myotis nattereri (Kuhl 1817)",51.29146,-2.79013
"Myotis nattereri (Kuhl 1817)",51.9,-4.8
"Myotis nattereri (Kuhl 1817)",51.33549,1.37236
"Myotis nattereri (Kuhl 1817)",53.0,-3.3
"Myotis nattereri (Kuhl 1817)",51.82555,-0.62295
"Myotis nattereri (Kuhl 1817)",50.901540000000004,0.77188
"Myotis nattereri (Kuhl 1817)",53.34713000000001,-0.12372000000000001
"Myotis nattereri (Kuhl 1817)",53.4489,-1.1733200000000001
"Myotis nattereri (Kuhl 1817)",52.18671,-0.7581
"Myotis nattereri (Kuhl 1817)",53.07761,-0.13546
"Myotis nattereri (Kuhl 1817)",53.092,-1.77747
"Myotis nattereri (Kuhl 1817)",53.0,-3.1
"Myotis nattereri (Kuhl 1817)",53.899980000000006,-2.5341400000000003
"Myotis nattereri (Kuhl 1817)",53.4,-3.4
"Myotis nattereri (Kuhl 1817)",51.09598,0.06935
"Myotis nattereri (Kuhl 1817)",54.25946,-2.53878
"Myotis nattereri (Kuhl 1817)",54.16959,-2.53761
"Myotis nattereri (Kuhl 1817)",52.722469999999994,-0.4468
"Myotis nattereri (Kuhl 1817)",52.596180000000004,1.32073
"Myotis nattereri (Kuhl 1817)",51.365559999999995,0.08148
"Myotis nattereri (Kuhl 1817)",51.196329999999996,-0.64179
"Myotis nattereri (Kuhl 1817)",51.5,-4.1
"Myotis nattereri (Kuhl 1817)",52.0,-4.8
"Myotis nattereri (Kuhl 1817)",52.5,-3.8
"Myotis nattereri (Kuhl 1817)",51.8,-4.8
"Myotis nattereri (Kuhl 1817)",53.2,-3.3
"Myotis nattereri (Kuhl 1817)",52.18815,-0.9043399999999999
"Myotis nattereri (Kuhl 1817)",50.5634,-3.62505
"Myotis nattereri (Kuhl 1817)",51.09337,0.21205
"Myotis nattereri (Kuhl 1817)",51.97923,0.83795
"Myotis nattereri (Kuhl 1817)",55.6,-3.03
"Myotis nattereri (Kuhl 1817)",51.5,-3.9
"Myotis nattereri (Kuhl 1817)",51.249759999999995,1.22275
"Myotis nattereri (Kuhl 1817)",52.001540000000006,-0.32619000000000004
"Myotis nattereri (Kuhl 1817)",52.25207,0.70881
"Myotis nattereri (Kuhl 1817)",53.2,-3.6
"Myotis nattereri (Kuhl 1817)",50.64659,-4.05227
"Myotis nattereri (Kuhl 1817)",51.0165,-3.3557
"Myotis nattereri (Kuhl 1817)",52.0,-5.0
"Myotis nattereri (Kuhl 1817)",51.00351,0.20776999999999998
"Myotis nattereri (Kuhl 1817)",51.26729,0.5071100000000001
"Myotis nattereri (Kuhl 1817)",53.267990000000005,-2.9760400000000002
"Myotis nattereri (Kuhl 1817)",51.8,-3.8
"Myotis nattereri (Kuhl 1817)",51.455420000000004,0.08557000000000001
"Myotis nattereri (Kuhl 1817)",51.380340000000004,-1.06742
"Myotis nattereri (Kuhl 1817)",51.55891,-0.9195200000000001
"Myotis nattereri (Kuhl 1817)",53.449830000000006,-2.67905
"Myotis nattereri (Kuhl 1817)",52.4,-3.7
"Myotis nattereri (Kuhl 1817)",52.457809999999995,-0.89766
"Myotis nattereri (Kuhl 1817)",53.1,-3.1
"Myotis nattereri (Kuhl 1817)",51.644009999999994,-0.48391999999999996
"Myotis nattereri (Kuhl 1817)",53.09163,-1.62815
"Myotis nattereri (Kuhl 1817)",55.78,-3.68
"Myotis nattereri (Kuhl 1817)",52.07246,0.69792
"Myotis nattereri (Kuhl 1817)",52.0,-4.5
"Myotis nattereri (Kuhl 1817)",50.55142,-4.33047
"Myotis nattereri (Kuhl 1817)",51.55413,-0.48691
"Myotis nattereri (Kuhl 1817)",50.92491,-0.50742
"Myotis nattereri (Kuhl 1817)",51.108000000000004,-0.78722
"Myotis nattereri (Kuhl 1817)",52.1,-4.7
"Myotis nattereri (Kuhl 1817)",52.36793,-0.8999
"Myotis nattereri (Kuhl 1817)",51.19458,-0.49872
"Myotis nattereri (Kuhl 1817)",51.9,-4.3
"Myotis nattereri (Kuhl 1817)",51.16749,0.9308700000000001
"Myotis nattereri (Kuhl 1817)",51.3471,0.94232
"Myotis nattereri (Kuhl 1817)",53.72023000000001,-2.53186
"Myotis nattereri (Kuhl 1817)",50.92301,-0.36519
"Myotis nattereri (Kuhl 1817)",52.005320000000005,-0.61743
"Myotis nattereri (Kuhl 1817)",51.074040000000004,1.0677299999999998
"Myotis nattereri (Kuhl 1817)",51.5,-4.2
"Myotis nattereri (Kuhl 1817)",51.6,-4.7
"Myotis nattereri (Kuhl 1817)",54.167840000000005,-2.84393
"Myotis nattereri (Kuhl 1817)",51.36011,0.36853
"Myotis nattereri (Kuhl 1817)",52.01233,-1.49146
"Myotis nattereri (Kuhl 1817)",51.82377,-0.4779
"Myotis nattereri (Kuhl 1817)",53.257290000000005,-0.12766
"Myotis nattereri (Kuhl 1817)",51.6,-4.2
"Myotis nattereri (Kuhl 1817)",51.7,-4.2
"Myotis nattereri (Kuhl 1817)",51.00345,-4.21052
"Myotis nattereri (Kuhl 1817)",51.73389,-0.48091999999999996
"Myotis nattereri (Kuhl 1817)",51.55005,-0.19858
"Myotis nattereri (Kuhl 1817)",56.01,-5.45
"Myotis nattereri (Kuhl 1817)",51.81965,-0.18785
"Myotis nattereri (Kuhl 1817)",53.3,-3.6
"Myotis nattereri (Kuhl 1817)",52.8214,-1.48207
"Myotis nattereri (Kuhl 1817)",53.27196,-1.92649
"Myotis nattereri (Kuhl 1817)",52.88714,0.45093
"Myotis nattereri (Kuhl 1817)",51.15597,1.35924
"Myotis nattereri (Kuhl 1817)",51.64738,-0.77289
"Myotis nattereri (Kuhl 1817)",50.47351,-3.62196
"Myotis nattereri (Kuhl 1817)",51.090579999999996,0.35473000000000005
"Myotis nattereri (Kuhl 1817)",52.7,-3.9
"Myotis nattereri (Kuhl 1817)",51.81733,-0.04285
"Myotis nattereri (Kuhl 1817)",52.086890000000004,-0.03108
"Myotis nattereri (Kuhl 1817)",56.1,-5.46
"Myotis nattereri (Kuhl 1817)",52.63261,-0.44998
"Myotis nattereri (Kuhl 1817)",51.83181,-1.34837
"Myotis nattereri (Kuhl 1817)",51.24573,1.36578
"Myotis nattereri (Kuhl 1817)",53.2,-4.3
"Myotis nattereri (Kuhl 1817)",50.35181,-5.16421
"Myotis nattereri (Kuhl 1817)",52.8,-3.3
"Myotis nattereri (Kuhl 1817)",52.97695,0.45601
"Myotis nattereri (Kuhl 1817)",50.66413,-2.35508
"Myotis nattereri (Kuhl 1817)",52.1,-3.8
"Myotis nattereri (Kuhl 1817)",53.53878,-1.17157
"Myotis nattereri (Kuhl 1817)",51.273070000000004,0.22066999999999998
"Myotis nattereri (Kuhl 1817)",51.36292,0.22501999999999997
"Myotis nattereri (Kuhl 1817)",55.42,-3.82
"Myotis nattereri (Kuhl 1817)",53.27007,-2.6762
"Myotis nattereri (Kuhl 1817)",51.09837,-3.92939
"Myotis nattereri (Kuhl 1817)",51.8,-4.0
"Myotis nattereri (Kuhl 1817)",56.13,-3.85
"Myotis nattereri (Kuhl 1817)",50.83674,-0.65225
"Myotis nattereri (Kuhl 1817)",51.0181,-0.78957
"Myotis nattereri (Kuhl 1817)",53.3,-4.2
"Myotis nattereri (Kuhl 1817)",51.91167,-0.32954
"Myotis nattereri (Kuhl 1817)",51.7,-5.0
"Myotis nattereri (Kuhl 1817)",52.190509999999996,-1.19686
"Myotis nattereri (Kuhl 1817)",55.518530000000005,-1.764
"Myotis nattereri (Kuhl 1817)",50.6569,-3.3453199999999996
"Myotis nattereri (Kuhl 1817)",50.84433,-2.21442
"Myotis nattereri (Kuhl 1817)",56.23,-3.21
"Myotis nattereri (Kuhl 1817)",55.78,-3.04
"Myotis nattereri (Kuhl 1817)",54.708009999999994,-1.30313
"Myotis nattereri (Kuhl 1817)",52.32275,1.44699
"Myotis nattereri (Kuhl 1817)",56.22,-4.02
"Myotis nattereri (Kuhl 1817)",52.0,-4.4
"Myotis nattereri (Kuhl 1817)",53.80263000000001,-0.55901
"Myotis nattereri (Kuhl 1817)",51.8,-3.2
"Myotis nattereri (Kuhl 1817)",52.34515,0.56766
"Myotis nattereri (Kuhl 1817)",50.91366,0.20352
"Myotis nattereri (Kuhl 1817)",50.90787,-4.49049
"Myotis nattereri (Kuhl 1817)",52.63445,-0.5976899999999999
"Myotis nattereri (Kuhl 1817)",52.4,-3.8
"Myotis nattereri (Kuhl 1817)",52.99839,-1.03295
"Myotis nattereri (Kuhl 1817)",52.8,-3.4
"Myotis nattereri (Kuhl 1817)",50.57472,-2.07197
"Myotis nattereri (Kuhl 1817)",52.9,-3.1
"Myotis nattereri (Kuhl 1817)",55.92,-5.44
"Myotis nattereri (Kuhl 1817)",51.727470000000004,-0.04674
"Myotis nattereri (Kuhl 1817)",50.75458,-2.07225
"Myotis nattereri (Kuhl 1817)",51.98265,0.69252
"Myotis nattereri (Kuhl 1817)",50.26202,-5.15825
"Myotis nattereri (Kuhl 1817)",52.60023,1.17333
"Myotis nattereri (Kuhl 1817)",53.2,-3.4
"Myotis nattereri (Kuhl 1817)",52.9,-3.3
"Myotis nattereri (Kuhl 1817)",50.36252,-4.74305
"Myotis nattereri (Kuhl 1817)",50.44536,-5.02958
"Myotis nattereri (Kuhl 1817)",53.98985,-2.5352900000000003
"Myotis nattereri (Kuhl 1817)",51.38349,-2.36063
"Myotis nattereri (Kuhl 1817)",54.08031999999999,-1.6193799999999998
"Myotis nattereri (Kuhl 1817)",50.92817,-3.21084
"Myotis nattereri (Kuhl 1817)",51.7,-2.8
"Myotis nattereri (Kuhl 1817)",56.22,-4.34
"Myotis nattereri (Kuhl 1817)",53.53971,-2.6804900000000003
"Myotis nattereri (Kuhl 1817)",53.26801999999999,-1.02688
"Myotis nattereri (Kuhl 1817)",51.7,-5.1
"Myotis nattereri (Kuhl 1817)",51.64578,-0.6284
"Myotis nattereri (Kuhl 1817)",51.08762,0.49738000000000004
"Myotis nattereri (Kuhl 1817)",54.2577,-2.84577
"Myotis nattereri (Kuhl 1817)",51.098420000000004,-0.07337
"Myotis nattereri (Kuhl 1817)",53.3,-3.9
"Myotis nattereri (Kuhl 1817)",52.2666,-0.02313
"Myotis nattereri (Kuhl 1817)",51.83341,-1.78372
"Myotis nattereri (Kuhl 1817)",50.75095,-2.92275
"Myotis nattereri (Kuhl 1817)",52.28202,-2.51447
"Myotis nattereri (Kuhl 1817)",50.54851,-4.4715
"Myotis nattereri (Kuhl 1817)",51.83359,-1.92884
"Myotis nattereri (Kuhl 1817)",50.74508,-3.48959
"Myotis nattereri (Kuhl 1817)",51.29234,-2.6467400000000003
"Myotis nattereri (Kuhl 1817)",54.709790000000005,-2.23433
"Myotis nattereri (Kuhl 1817)",57.57,-4.09
"Myotis nattereri (Kuhl 1817)",55.61,-2.72
"Myotis nattereri (Kuhl 1817)",52.2,-3.5
"Myotis nattereri (Kuhl 1817)",51.8,-4.1
"Myotis nattereri (Kuhl 1817)",51.7,-4.4
"Myotis nattereri (Kuhl 1817)",55.42827,-1.60653
"Myotis nattereri (Kuhl 1817)",51.46901,-0.92165
"Myotis nattereri (Kuhl 1817)",51.09592,-4.0721099999999995
"Myotis nattereri (Kuhl 1817)",50.45559,-4.60754
"Myotis nattereri (Kuhl 1817)",53.182080000000006,-1.9266400000000001
"Myotis nattereri (Kuhl 1817)",51.6,-5.0
"Myotis nattereri (Kuhl 1817)",52.18508,-0.61187
"Myotis nattereri (Kuhl 1817)",51.831790000000005,-2.65444
"Myotis nattereri (Kuhl 1817)",50.9136,-4.206259999999999
"Myotis nattereri (Kuhl 1817)",52.34187,0.7143
"Myotis nattereri (Kuhl 1817)",52.4,-4.0
"Myotis nattereri (Kuhl 1817)",51.9,-3.8
"Myotis nattereri (Kuhl 1817)",52.541729000000004,13.207445000000002
"Myotis nattereri (Kuhl 1817)",50.335709,8.215327
"Myotis nattereri (Kuhl 1817)",48.2,14.1
"Myotis nattereri (Kuhl 1817)",52.4,-3.5
"Myotis nattereri (Kuhl 1817)",52.3,-3.5
"Myotis nattereri (Kuhl 1817)",52.2,-3.1
"Myotis nattereri (Kuhl 1817)",52.3,-3.7
"Myotis nattereri (Kuhl 1817)",52.5,-3.4
"Myotis nattereri (Kuhl 1817)",52.7,-3.3
"Myotis nattereri (Kuhl 1817)",52.5,-3.5
"Myotis nattereri (Kuhl 1817)",52.6,-3.4
"Myotis nattereri (Kuhl 1817)",51.919709999999995,-2.94652
"Myotis nattereri (Kuhl 1817)",52.7,-3.1
"Myotis nattereri (Kuhl 1817)",52.7,-3.7
"Myotis nattereri (Kuhl 1817)",52.4,-3.4
"Myotis nattereri (Kuhl 1817)",52.3,-3.1
"Myotis nattereri (Kuhl 1817)",51.9,-3.4
"Myotis nattereri (Kuhl 1817)",52.7,-3.4
"Myotis nattereri (Kuhl 1817)",52.6,-3.6
"Myotis nattereri (Kuhl 1817)",52.4,-3.2
"Myotis nattereri (Kuhl 1817)",52.1,-3.4
"Myotis nattereri (Kuhl 1817)",52.3,-3.4
"Myotis nattereri (Kuhl 1817)",55.691214,13.616519
"Myotis nattereri (Kuhl 1817)",55.563423,13.711597
"Myotis nattereri (Kuhl 1817)",55.552021999999994,13.706907999999999
"Myotis nattereri (Kuhl 1817)",55.560781999999996,13.705893
"Myotis nattereri (Kuhl 1817)",55.554848,13.42658
"Myotis nattereri (Kuhl 1817)",55.55489300000001,13.424028
"Myotis nattereri (Kuhl 1817)",55.5553,13.423471
"Myotis nattereri (Kuhl 1817)",44.500814,3.339943
"Myotis nattereri (Kuhl 1817)",49.9897,8.825619999999999
"Myotis nattereri (Kuhl 1817)",58.947573,17.796129
"Myotis nattereri (Kuhl 1817)",49.92514,8.547186
"Myotis nattereri (Kuhl 1817)",58.34,23.99
"Myotis nattereri (Kuhl 1817)",58.62,24.1
"Myotis nattereri (Kuhl 1817)",57.91,26.07
"Myotis nattereri (Kuhl 1817)",59.08,26.2
"Myotis nattereri (Kuhl 1817)",58.94,23.58
"Myotis nattereri (Kuhl 1817)",57.93,25.76
"Myotis nattereri (Kuhl 1817)",58.87,26.1
"Myotis nattereri (Kuhl 1817)",58.78,24.25
"Myotis nattereri (Kuhl 1817)",52.8,-3.5
"Myotis nattereri (Kuhl 1817)",53.1,-4.1
"Myotis nattereri (Kuhl 1817)",53.1,-3.2
"Myotis nattereri (Kuhl 1817)",53.2,-4.0
"Myotis nattereri (Kuhl 1817)",51.8,-2.9
"Myotis nattereri (Kuhl 1817)",53.2,-3.2
"Myotis nattereri (Kuhl 1817)",51.6,-2.9
"Myotis nattereri (Kuhl 1817)",51.6,-2.7
"Myotis nattereri (Kuhl 1817)",52.9,-4.4
"Myotis nattereri (Kuhl 1817)",51.9,-4.2
"Myotis nattereri (Kuhl 1817)",52.9,-3.6
"Myotis nattereri (Kuhl 1817)",52.1,-3.5
"Myotis nattereri (Kuhl 1817)",51.4,-3.4
"Myotis nattereri (Kuhl 1817)",52.92985,-3.0948700000000002
"Myotis nattereri (Kuhl 1817)",51.9,-2.9
"Myotis nattereri (Kuhl 1817)",51.8,-2.7
"Myotis nattereri (Kuhl 1817)",53.0,-3.2
"Myotis nattereri (Kuhl 1817)",51.9,-3.6
"Myotis nattereri (Kuhl 1817)",52.8,-4.1
"Myotis nattereri (Kuhl 1817)",52.4,-3.3
"Myotis nattereri (Kuhl 1817)",53.2,-3.5
"Myotis nattereri (Kuhl 1817)",53.0,-2.9
"Myotis nattereri (Kuhl 1817)",51.5,-3.3
"Myotis nattereri (Kuhl 1817)",52.0,-4.6
"Myotis nattereri (Kuhl 1817)",52.7,-4.0
"Myotis nattereri (Kuhl 1817)",52.9,-3.2
"Myotis nattereri (Kuhl 1817)",53.2,-4.1
"Myotis nattereri (Kuhl 1817)",51.5,-3.6
"Myotis nattereri (Kuhl 1817)",53.1,-3.8
"Myotis nattereri (Kuhl 1817)",51.8,-2.8
"Myotis nattereri (Kuhl 1817)",52.8,-3.2
"Myotis nattereri (Kuhl 1817)",52.9,-4.0
"Myotis nattereri (Kuhl 1817)",51.7,-2.7
"Myotis nattereri (Kuhl 1817)",53.2,-4.4
"Myotis nattereri (Kuhl 1817)",55.2,-3.75
"Myotis nattereri (Kuhl 1817)",55.22,-3.9
"Myotis nattereri (Kuhl 1817)",55.75,-3.2
"Myotis nattereri (Kuhl 1817)",56.09,-4.49
"Myotis nattereri (Kuhl 1817)",55.96,-3.59
"Myotis nattereri (Kuhl 1817)",55.79,-2.24
"Myotis nattereri (Kuhl 1817)",55.87,-5.31
"Myotis nattereri (Kuhl 1817)",56.09,-4.56
"Myotis nattereri (Kuhl 1817)",55.38,-3.78
"Myotis nattereri (Kuhl 1817)",56.26,-5.57
"Myotis nattereri (Kuhl 1817)",55.82,-2.4
"Myotis nattereri (Kuhl 1817)",56.12,-4.59
"Myotis nattereri (Kuhl 1817)",55.8,-3.04
"Myotis nattereri (Kuhl 1817)",50.010277,10.305777
"Myotis nattereri (Kuhl 1817)",50.990021,5.742591
"Myotis nattereri (Kuhl 1817)",52.159584,9.780892
"Myotis nattereri (Kuhl 1817)",49.223957,11.70691
"Myotis nattereri (Kuhl 1817)",49.56,5.94
"Myotis nattereri (Kuhl 1817)",49.57,5.94
"Myotis nattereri (Kuhl 1817)",49.55,6.36
"Myotis nattereri (Kuhl 1817)",49.55,6.37
"Myotis nattereri (Kuhl 1817)",49.68,5.94
"Myotis nattereri (Kuhl 1817)",49.48,6.02
"Myotis nattereri (Kuhl 1817)",49.87,6.14
"Myotis nattereri (Kuhl 1817)",49.78,5.95
"Myotis nattereri (Kuhl 1817)",49.5,6.03
"Myotis nattereri (Kuhl 1817)",49.76,6.19
"Myotis nattereri (Kuhl 1817)",49.9,6.16
"Myotis nattereri (Kuhl 1817)",50.07,6.12
"Myotis nattereri (Kuhl 1817)",49.6,6.07
"Myotis nattereri (Kuhl 1817)",49.47,6.08
"Myotis nattereri (Kuhl 1817)",49.72,6.11
"Myotis nattereri (Kuhl 1817)",49.59,6.06
"Myotis nattereri (Kuhl 1817)",49.47,6.06
"Myotis nattereri (Kuhl 1817)",49.92,6.04
"Myotis nattereri (Kuhl 1817)",49.8,6.47
"Myotis nattereri (Kuhl 1817)",49.83,6.32
"Myotis nattereri (Kuhl 1817)",49.66,6.4
"Myotis nattereri (Kuhl 1817)",49.86,6.24
"Myotis nattereri (Kuhl 1817)",49.67,6.39
"Myotis nattereri (Kuhl 1817)",49.66,6.39
"Myotis nattereri (Kuhl 1817)",49.47,6.05
"Myotis nattereri (Kuhl 1817)",49.67,5.9
"Myotis nattereri (Kuhl 1817)",49.67,5.91
"Myotis nattereri (Kuhl 1817)",49.75,6.16
"Myotis nattereri (Kuhl 1817)",49.52,6.33
"Myotis nattereri (Kuhl 1817)",49.55,6.08
"Myotis nattereri (Kuhl 1817)",49.59,6.07
"Myotis nattereri (Kuhl 1817)",49.78,6.09
"Myotis nattereri (Kuhl 1817)",49.55,6.09
"Myotis nattereri (Kuhl 1817)",49.66,6.2
"Myotis nattereri (Kuhl 1817)",49.66,6.21
"Myotis nattereri (Kuhl 1817)",49.67,6.21
"Myotis nattereri (Kuhl 1817)",56.1246,13.830184
"Myotis nattereri (Kuhl 1817)",56.5974,14.9671
"Myotis nattereri (Kuhl 1817)",56.14,-4.61
"Myotis nattereri (Kuhl 1817)",52.7,-3.5
"Myotis nattereri (Kuhl 1817)",52.5,-3.0
"Myotis nattereri (Kuhl 1817)",52.3,-3.2
"Myotis nattereri (Kuhl 1817)",51.9,-3.0
"Myotis nattereri (Kuhl 1817)",52.7,-3.0
"Myotis nattereri (Kuhl 1817)",52.3,-3.3
"Myotis nattereri (Kuhl 1817)",52.0,-3.3
"Myotis nattereri (Kuhl 1817)",52.7,-3.2
"Myotis nattereri (Kuhl 1817)",52.8,-4.2
"Myotis nattereri (Kuhl 1817)",53.2,-4.2
"Myotis nattereri (Kuhl 1817)",52.9,-4.2
"Myotis nattereri (Kuhl 1817)",53.3,-4.0
"Myotis nattereri (Kuhl 1817)",53.0,-4.0
"Myotis nattereri (Kuhl 1817)",52.6,-4.0
"Myotis nattereri (Kuhl 1817)",52.9,-3.9
"Myotis nattereri (Kuhl 1817)",53.0,-4.2
"Myotis nattereri (Kuhl 1817)",53.1,-3.9
"Myotis nattereri (Kuhl 1817)",52.9,-4.3
"Myotis nattereri (Kuhl 1817)",53.1,-4.3
"Myotis nattereri (Kuhl 1817)",52.8,-4.0
"Myotis nattereri (Kuhl 1817)",52.6,-3.8
"Myotis nattereri (Kuhl 1817)",52.8,-3.9
"Myotis nattereri (Kuhl 1817)",53.1,-3.7
"Myotis nattereri (Kuhl 1817)",53.1,-4.0
"Myotis nattereri (Kuhl 1817)",52.8,-3.7
"Myotis nattereri (Kuhl 1817)",53.0,-3.9
"Myotis nattereri (Kuhl 1817)",52.9,-3.7
"Myotis nattereri (Kuhl 1817)",52.7,-3.8
"Myotis nattereri (Kuhl 1817)",52.9,-4.5
"Myotis nattereri (Kuhl 1817)",53.1,-4.2
"Myotis nattereri (Kuhl 1817)",52.8,-3.8
"Myotis nattereri (Kuhl 1817)",53.0,-3.6
"Myotis nattereri (Kuhl 1817)",53.2,-3.8
"Myotis nattereri (Kuhl 1817)",53.4,-4.3
"Myotis nattereri (Kuhl 1817)",52.6,-4.1
"Myotis nattereri (Kuhl 1817)",53.0,-4.3
"Myotis nattereri (Kuhl 1817)",53.4,-4.5
"Myotis nattereri (Kuhl 1817)",53.1,-2.9
"Myotis nattereri (Kuhl 1817)",53.2,-3.9
"Myotis nattereri (Kuhl 1817)",53.0,-3.5
"Myotis nattereri (Kuhl 1817)",53.0,-3.7
"Myotis nattereri (Kuhl 1817)",53.0,-3.4
"Myotis nattereri (Kuhl 1817)",53.3,-3.3
"Myotis nattereri (Kuhl 1817)",53.3,-3.5
"Myotis nattereri (Kuhl 1817)",52.9,-4.1
"Myotis nattereri (Kuhl 1817)",54.91786999999999,-2.89856
"Myotis nattereri (Kuhl 1817)",54.826119999999996,-3.07475
"Myotis nattereri (Kuhl 1817)",54.919419999999995,-3.2340400000000002
"Myotis nattereri (Kuhl 1817)",56.41,-2.89
"Myotis nattereri (Kuhl 1817)",52.72306,-2.67733
"Myotis nattereri (Kuhl 1817)",52.76282,-2.7890900000000003
"Myotis nattereri (Kuhl 1817)",52.56373000000001,-2.84895
"Myotis nattereri (Kuhl 1817)",52.76821999999999,-2.9136900000000003
"Myotis nattereri (Kuhl 1817)",52.58991999999999,-2.8332200000000003
"Myotis nattereri (Kuhl 1817)",52.89621999999999,-3.08585
"Myotis nattereri (Kuhl 1817)",52.846869999999996,-2.9717700000000002
"Myotis nattereri (Kuhl 1817)",52.589009999999995,-2.80095
"Myotis nattereri (Kuhl 1817)",52.87594,-2.78994
"Myotis nattereri (Kuhl 1817)",52.72704,-2.51229
"Myotis nattereri (Kuhl 1817)",52.51709,-2.52089
"Myotis nattereri (Kuhl 1817)",52.61411,-2.9222200000000003
"Myotis nattereri (Kuhl 1817)",52.647490000000005,-2.6865099999999997
"Myotis nattereri (Kuhl 1817)",52.66301,-2.45018
"Myotis nattereri (Kuhl 1817)",52.4791,-3.08438
"Myotis nattereri (Kuhl 1817)",52.85813,-2.7863599999999997
"Myotis nattereri (Kuhl 1817)",52.61116,-2.8794
"Myotis nattereri (Kuhl 1817)",52.56306,-2.87918
"Myotis nattereri (Kuhl 1817)",52.58811,-2.95275
"Myotis nattereri (Kuhl 1817)",52.81405,-2.96725
"Myotis nattereri (Kuhl 1817)",52.705890000000004,-2.51574
"Myotis nattereri (Kuhl 1817)",52.509730000000005,-2.55764
"Myotis nattereri (Kuhl 1817)",52.57496,-2.4359900000000003
"Myotis nattereri (Kuhl 1817)",52.6977,-2.96401
"Myotis nattereri (Kuhl 1817)",52.358959999999996,-2.67762
"Myotis nattereri (Kuhl 1817)",52.52234,-2.71845
"Myotis nattereri (Kuhl 1817)",52.60767,-2.92437
"Myotis nattereri (Kuhl 1817)",52.36704,-2.59623
"Myotis nattereri (Kuhl 1817)",52.76733,-2.9121900000000003
"Myotis nattereri (Kuhl 1817)",52.35838,-2.62034
"Myotis nattereri (Kuhl 1817)",52.615390000000005,-2.9134599999999997
"Myotis nattereri (Kuhl 1817)",52.69035,-2.65981
"Myotis nattereri (Kuhl 1817)",52.78826,-2.3639799999999997
"Myotis nattereri (Kuhl 1817)",52.627030000000005,-2.45572
"Myotis nattereri (Kuhl 1817)",52.539680000000004,-2.81752
"Myotis nattereri (Kuhl 1817)",52.67109,-2.64695
"Myotis nattereri (Kuhl 1817)",52.55125,-2.83396
"Myotis nattereri (Kuhl 1817)",52.43694,-2.71853
"Myotis nattereri (Kuhl 1817)",52.61446,-2.91787
"Myotis nattereri (Kuhl 1817)",52.514759999999995,-2.6299099999999997
"Myotis nattereri (Kuhl 1817)",52.68656,-2.767
"Myotis nattereri (Kuhl 1817)",52.46374,-2.3613
"Myotis nattereri (Kuhl 1817)",52.857980000000005,-2.93191
"Myotis nattereri (Kuhl 1817)",52.61355,-2.91933
"Myotis nattereri (Kuhl 1817)",52.86419,-2.71771
"Myotis nattereri (Kuhl 1817)",52.538419999999995,-2.86763
"Myotis nattereri (Kuhl 1817)",52.95225,-2.50527
"Myotis nattereri (Kuhl 1817)",52.72435,-2.3901
"Myotis nattereri (Kuhl 1817)",52.882830000000006,-2.71845
"Myotis nattereri (Kuhl 1817)",52.807959999999994,-2.60447
